,Plant ID,Botanical Name,Common Name,Plant Type,Water Needs,min_water_consumption,max_water_consumption,Climate Zones,Light Needs,Soil Type,Maintenance,Flower colour,Foliage Colour,Perfume,Aromatic,Edible,Bore water Tolerance,Frost Tolerance,Image Location
2470,2519.0,Ipomoea batatas,Sweet Potato,"Perennial,Vegetable",900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,Pink,Mid green,Unknown,Unknown,Yes,Unknown,Unknown,images/2519_ipomoea_batatas.jpg
2471,2520.0,Ipomoea batatas 'Margarita',Golden Sweet Potato,"Perennial,Vegetable",900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,Pink,Yellow and green,Unknown,Unknown,Yes,Unknown,Unknown,
2472,2521.0,Ipomoea batatas 'Island Kumara',Island Kumara,"Perennial,Vegetable",900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,Pink,Dark green,Unknown,Unknown,Yes,Unknown,Unknown,
2473,2522.0,Ipomaea batatas 'Sweet Caroline Sweetheart Red',Autumn Leaf Sweet Potato,"Perennial,Vegetable",900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,Pink,Red,Unknown,Unknown,Yes,Unknown,Unknown,images/2522_ipomaea_batatas_sweet_caroline_sweetheart_red.jpg
2474,2523.0,Ipomaea batatas 'Sweet Caroline Sweetheart Purple',Purple Leaf Sweet Potato,"Perennial,Vegetable",900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,Pink,Purple,Unknown,Unknown,Yes,Unknown,Unknown,
2475,2524.0,Ipomaea batatas 'Sweet Caroline Sweetheart Light Green',Pale Green Sweet Potato,"Perennial,Vegetable",900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,Pink,Yellow and green,Unknown,Unknown,Yes,Unknown,Unknown,images/2524_ipomaea_batatas_sweet_caroline_sweetheart_light_green.jpg
2476,2525.0,Ipomoea carnea subsp. fistulosa,"Bush Morning Glory, Petunia Bush",Shrub,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical",Sun,Loam,Medium,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2525_ipomoea_carnea_subsp_fistulosa.jpg
2477,2526.0,Ipomoea horsfalliae,Cardinal Creeper,Climber,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Red,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2526_ipomaea_horsfalliae.jpg
2478,2527.0,Ipomoea horsfalliae 'Briggsii',Brigg's Cardinal Creeper,Climber,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Red,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2527_ipomoea_horsfalliae_briggsi.jpg
2479,2528.0,Ipomoea mauritiana,Native Morning Glory,Groundcover,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",Medium,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2480,2529.0,Ipomoea pes-caprae subsp. brasiliensis,Beach Morning Glory,Groundcover,600 to 900mm,600.0,900.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",Low,Pink,Light green,Unknown,Unknown,Unknown,Unknown,Unknown,
2481,2530.0,Iresine diffusa,Beet Leaf,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam",Medium,Cream,Red,Unknown,Unknown,Unknown,Unknown,Unknown,
2482,2531.0,Iresine diffusa 'Acuminata',Narrow Beet Leaf,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam",Medium,Cream,Red,Unknown,Unknown,Unknown,Unknown,Unknown,
2483,2532.0,Iresine diffusa 'Aureo-reticulata',Yellow Beet Leaf,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam",Medium,Cream,Yellow,Unknown,Unknown,Unknown,Unknown,Unknown,
2484,2533.0,Iresine herbstii,Kidney-leaf Beet Leaf,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam",Medium,Cream,Red,Unknown,Unknown,Unknown,Unknown,Unknown,images/2533_iresine_herbstii.jpg
2485,2534.0,Iresine herbstii 'Aureo-reticulata',Kidney-leaf Yellow Beet Leaf,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam",Medium,Cream,Yellow,Unknown,Unknown,Unknown,Unknown,Unknown,images/2534_iresine_herbstii_aureo_reticulata.jpg
2486,2535.0,Iresine diffusa f. lindenii,Linden's Beet Leaf,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam",Medium,Cream,Bronze,Unknown,Unknown,Unknown,Unknown,Unknown,images/2535_iresine_diffusa_f_lindenii.jpg
2487,2536.0,Iresine 'Snowtop',Fluffy Duck,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam",Medium,Cream,Silver and green,Unknown,Unknown,Unknown,Unknown,Unknown,
2488,2537.0,Iriartea deltoidea,Iriartea Palm,Palms and Cycads,1400 to 2000mm,1400.0,2000.0,Humid Tropical,Semi-shade,Loam,Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
2489,2538.0,Iris japonica,Japanese Iris,Perennial,2000 to 2500mm,2000.0,2500.0,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,High,Blue,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2490,2539.0,Iris louisiana 'Navy Blue',Blue Louisiana Iris,Perennial,2000 to 2500mm,2000.0,2500.0,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,High,Blue,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2491,2540.0,Iris louisiana 'Pale Blue',Pale Blue Louisiana Iris,Perennial,2000 to 2500mm,2000.0,2500.0,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,High,Blue,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2492,2541.0,Iris louisiana 'White',White Louisiana Iris,Perennial,2000 to 2500mm,2000.0,2500.0,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,High,White,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2493,2542.0,Iris tectorum,Roof Iris,Perennial,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,High,Blue,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2542_iris_tectorum.jpg
2494,2543.0,Isolepsis nodosa,Knobby Club Rush,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Medium,images/2543_isolepsis_nodosa.jpg
2495,2544.0,Isotoma axillaris,Rock Isotome,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Subtropical,Temperate",Sun,Loam,Low,Blue,Dark green,Unknown,Unknown,Unknown,Unknown,Light,images/2544_isoaxi.jpg
2496,2545.0,Isotoma fluviatilis,Isotoma,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Subtropical,Temperate","Sun,Semi-shade",Loam,Low,Blue,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2545_isoflu.jpg
2497,2546.0,Leiocarpa brevicompta,Giant Billy Buttons,"Annual,Herb",600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Medium,Yellow,Grey-green,Unknown,Unknown,Unknown,Unknown,Unknown,
2498,2547.0,Ixora beckleri,Native Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,White,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2547_ixobec.jpg
2499,2548.0,Ixora casei,Super King Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Red,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2500,2549.0,Ixora coccinea,Hedging Ixora,Shrub,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Orange,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2549_ixora_coccinea.jpg
2501,2550.0,Ixora coccinea 'Peter's Pink',Pink Hedging Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2502,2551.0,Ixora coccinea 'Pygmy Pink',Pygmy Pink Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2551_ixora_coccinea_pygmy_pink.jpg
2503,2552.0,Ixora coccinea 'Sunkist',Sunkist Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2504,2554.0,Atractocarpus chartaceus,Narrow Leaf Gardenia,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,Low,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,
2505,2555.0,Atractocarpus fitzalanii,Native Gardenia,Shrub,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,Low,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,
2506,2556.0,Bergera koenigii,Curry Leaf Bush,"Herb,Shrub",600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Medium,White,Dark green,Yes,Unknown,Yes,Unknown,Unknown,images/2556_bergera_koenigii.jpg
2507,2557.0,Citrullus vulgaris var. fistulosus,"Tinda Gourd, Indian Gourd","Climber,Vegetable",1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,Insignificant,Mid green,Unknown,Unknown,Yes,Unknown,Unknown,
2508,2558.0,Ixora congesta 'Orange Flame',Orange Flame Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Orange,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2509,2559.0,Ixora chinensis 'Coral Fire',Crimson Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Orange,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2559_ixora_coral_fire.jpg
2510,2560.0,Ixora coccinea 'Exotica',Exotica Ixora,Shrub,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Red,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2511,2561.0,Ixora finlaysoniana,Siamese White Ixora,"Shrub, Small Tree",1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Medium,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,
2512,2562.0,Ixora 'Fireball',Fireball Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Orange,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2513,2563.0,Ixora 'Flamenco',Flamenco Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Red,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2514,2564.0,Ixora chinensis 'Gold Fire',Golden Ixora,Shrub,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2564_ixora_gold_fire.jpg
2515,2565.0,Ixora 'Guinea Gold',Gold Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2565_ixora_guinea_gold.jpg
2516,2566.0,Ixora 'Kampong White',Kampom Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,White,Mid green,Yes,Unknown,Unknown,Unknown,Unknown,images/2566_ixora_kampong_white.jpg
2517,2567.0,Ixora 'Kampon's Pride',Kampon's Pride Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,White,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2567_ixora_kampons_pride.jpg
2518,2568.0,Ixora coccinea 'Little Willie',Dwarf Orange Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Orange,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2519,2569.0,Ixora 'McWilliamsii',McWilliam's Ixora,Shrub,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Red,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2520,2570.0,Ixora 'Pink Malay',Pink Malay Ixora,Shrub,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2570_ixora_pink_malay.jpg
2521,2571.0,Ixora pavetta,Torchwood,Small Tree,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,White,Dark green,Yes,Unknown,No,Unknown,Unknown,
2522,2572.0,Ixora 'Peach Delight',Peach Delight Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Peach,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2523,2573.0,Ixora 'Pink Superb',Pink Superb Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2524,2574.0,Ixora 'Pirate's Gold',Pirate's Gold Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2525,2575.0,Ixora 'Prince of Orange',Orange Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Orange,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2575_ixora_prince_of_orange.jpg
2526,2576.0,Ixora 'Prince of Orange Compacta',Orange Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Orange,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2576_ixora_prince_of_orange_compacta.jpg
2527,2577.0,Ixora 'Raywood's Pink',Raywood's Pink Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2528,2578.0,Ixora chinensis 'Sheena',Sheena's Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Orange,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2578_ixora_sheena.jpg
2529,2579.0,Ixora coccinea 'Splash',Variegated Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Orange,Mid green and silver,Unknown,Unknown,Unknown,Unknown,Unknown,
2530,2580.0,Ixora coccinea 'Sunshine Dwarf',Sunshine Dwarf Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2580_ixora_sunshine_dwarf.jpg
2531,2581.0,Ixora javanica 'Super King',Super King Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Red,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2581_ixora_javanica_super_king.jpg
2532,2582.0,Ixora timorensis,Karantal,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Cream,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2533,2583.0,Ixora 'Twilight Glow',Twilight Glow Ixora,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Orange,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2583_ixora_twilight_glow.jpg
2534,2584.0,Ixora williamsii,William's Ixora,Shrub,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Red,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
2535,2585.0,Jacaranda arborea,Jacaranda,Small Tree,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,Loam,Low,Blue,Mid green,Unknown,Unknown,Unknown,Yes,Unknown,
2536,2586.0,Jacaranda caerulea,Jacaranda,Medium Tree,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Low,Blue,Mid green,Unknown,Unknown,Unknown,Yes,Unknown,
2537,2587.0,Jacaranda cuspidifolia,Jacaranda,Medium Tree,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,Loam,Low,Blue,Mid green,Unknown,Unknown,Unknown,Yes,Unknown,
2538,2588.0,Jacaranda jasminoides,Jacaranda,Medium Tree,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,Loam,Medium,Blue,Mid green,Unknown,Unknown,Unknown,Yes,Unknown,
2539,2589.0,Jacaranda mimosifolia,Jacaranda,Medium Tree,300 to 600mm,300.0,600.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Low,Blue,Mid green,Yes,Unknown,Unknown,Yes,Light,images/2589_jacmim_jacaranda_mimosifolia.jpg
2540,2590.0,Jacaranda mimosifolia 'White Christmas',White Jacaranda,Medium Tree,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Low,White,Mid green,Yes,Unknown,Unknown,Yes,Unknown,images/2590_jacaranda_mimosifolia_alba.jpg
2541,2591.0,Jacaranda mimosifolia 'Variegata',Variegated Jacaranda,Medium Tree,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Low,Purple,Green and yellow,Yes,Unknown,Unknown,Yes,Unknown,
2542,2592.0,Jacaranda semiserrata,Jacaranda,Medium Tree,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,Loam,Low,Blue,Mid green,Unknown,Unknown,Unknown,Yes,Unknown,
2543,2593.0,Jacksonia scoparia,Dogwood,Small Tree,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Medium,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,Medium,images/2593_jacksonia_scoparia.jpg
2544,2594.0,Jagera pseudorhus,Foambark Tree,Tree,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Light,images/2594_jagpse_jagera_pseudorhus.jpg
2545,2595.0,Jacquemontia pentantha,Sky Blue Cluster Vine,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,Loam,High,Blue,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
2546,2596.0,Jacquinia aurantiaca,Torchwood,Small Tree,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,Loam,High,Orange,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/2596_jacquinia_aurantiaca.jpg
2547,2597.0,Jasminum elongatum,White Jasmine,Climber,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,
2548,2598.0,Jasminum azoricum,Azores Jasmine,Climber,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,images/2598_jasminum_azoricum.jpg
2549,2599.0,Jasminum didymum subsp. racemosum,Slender Jasmine,Climber,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",Medium,White,Mid green,Yes,Unknown,Unknown,Unknown,Light,
2550,2600.0,Jasminum grandiflorum,Spanish Jasmine,Climber,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,White,Dark green,Yes,Unknown,Unknown,Unknown,Medium,images/2600_jasminum_grandiflorum.jpg
2551,2601.0,Jasminum laurifolium,Admiralty Island Jasmine,Climber,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,images/2601_jasminum_laurifolium.jpg
2552,2602.0,Jasminum mesnyi,Yellow Jasmine,Shrub,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Medium,White,Yellow,Yes,Unknown,Unknown,Unknown,Unknown,images/2602_jasmes_jasminum_mesneyi.jpg
2553,2603.0,Jasminum multiflorum,Bush Jasmine,Shrub,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,Loam,Medium,White,Mid green,Yes,Unknown,Unknown,Unknown,Unknown,images/2603_jasminum_multiflorum.jpg
2554,2604.0,Jasminum multiflorum 'Rubescens',Indian Jasmine,Shrub,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,Loam,Medium,White,Mid green,Yes,Unknown,Unknown,Unknown,Unknown,
2555,2605.0,Jasminum polyanthum,Pink Bud Jasmine,Climber,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",High,White,Dark green,Yes,Unknown,Unknown,Unknown,Light,images/2605_jaspol_jasminum_polyanthum.jpg
2556,2606.0,Jasminum rex,Royal Jasmine,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,
2557,2607.0,Jasminum sambac,Arabian Jasmine,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Medium,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,images/2607_jassam_jasminum_sambac.jpg
2558,2608.0,Jasminum sambac 'Chinese Emperor',Double Arabian Jasmine,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,
2559,2609.0,Jasminum sambac 'Duchess',Arabian Jasmine,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Medium,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,images/2609_jasminum_sambac_duchess.jpg
2560,2610.0,Jasminum sambac 'Grand Duke of Tuscany',Double Arabian Jasmine,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Medium,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,images/2610_jasminum_sambac_grand_duke_of_tuscany.jpg
2561,2611.0,Jasminum sambac 'Maid of Orleans',Single Arabian Jasmine,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Medium,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,
2562,2612.0,Jasminum stenolobum 'Southern Star',Southern Star Jasmine,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,images/2612_jasminum_stenolobum_southern_star.jpg
2563,2613.0,Jasminum dianthifolium,Native Sweet Jasmine,Climber,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,images/2613_jaspol_jasminum_suavissimum.jpg
